"","LON5","LAT5","YY","MM","avg_sst"
"12754",160,-5,2014,7,29.6830669565977
"12755",165,-5,2014,7,29.8376623286882
"12756",170,-5,2014,7,29.6494275663711
"12757",170,-5,2014,7,29.6494275663711
"12758",175,-5,2014,7,29.4596086264174
"12759",175,-5,2014,7,29.4596086264174
"12760",180,-5,2014,7,29.1020213484454
"12761",110,10,2014,7,28.6897482846209
"12762",115,10,2014,7,28.8722988228193
"12763",150,10,2014,7,29.5078991611621
"12764",140,-10,2014,7,26.2856067521061
"12765",155,-10,2014,7,27.1345034911739
"12766",160,-10,2014,7,28.0353972796981
"12767",170,-10,2014,7,28.6033034313388
"12768",175,-10,2014,7,28.7817242389637
"12769",175,-10,2014,7,28.7817242389637
"12770",180,-10,2014,7,28.794522176815
"12771",110,15,2014,7,29.8784491721838
"12772",115,15,2014,7,29.0575864887116
"12773",160,-15,2014,7,26.2844553324435
"12774",170,-15,2014,7,26.9917690013808
"12775",120,25,2014,7,28.8793622870359
"12776",125,25,2014,7,29.2633576209201
"12777",120,30,2014,7,27.2776864612471
"12778",125,30,2014,7,27.0984884433086
"12779",130,30,2014,7,28.2891607072745
"12780",135,30,2014,7,27.5976293683616
"12781",140,30,2014,7,26.6586952083206
"12782",145,30,2014,7,26.7876592320081
"12783",150,30,2014,7,25.589348937515
"12784",130,35,2014,7,25.0183118613045
"12785",135,35,2014,7,25.8335644984801
"12786",140,35,2014,7,25.5079282974625
"12787",145,35,2014,7,24.7157327621941
"12788",150,35,2014,7,24.0321000086553
"12789",140,40,2014,7,22.4442231880765
"12790",145,40,2014,7,19.9720603813069
"12791",150,40,2014,7,19.1587928751509
"12792",120,0,2014,8,29.6133417632909
"12793",125,0,2014,8,28.111416478213
"12794",130,0,2014,8,28.668511446437
"12795",135,0,2014,8,29.4335181856578
"12796",140,0,2014,8,29.3976744366958
"12797",145,0,2014,8,29.7370453922061
"12798",150,0,2014,8,29.7776905213482
"12799",155,0,2014,8,29.7248901426922
"12800",160,0,2014,8,29.9292831883424
"12801",165,0,2014,8,30.2581369679022
"12802",170,0,2014,8,30.3552002821761
"12803",170,0,2014,8,30.3552002821761
"12804",175,0,2014,8,30.0175319553822
"12805",175,0,2014,8,30.0175319553822
"12806",180,0,2014,8,29.5310489949894
"12807",120,5,2014,8,29.5967486974743
"12808",125,5,2014,8,29.3486044321487
"12809",130,5,2014,8,29.2798908376001
"12810",145,5,2014,8,29.7229080615825
"12811",150,5,2014,8,29.8145909619559
"12812",155,5,2014,8,29.8836883652862
"12813",160,5,2014,8,30.0274501212865
"12814",165,5,2014,8,29.9762258042641
"12815",170,5,2014,8,29.9390992210517
"12816",125,-5,2014,8,26.7575676016907
"12817",130,-5,2014,8,25.7499243022694
"12818",135,-5,2014,8,25.0457459898274
"12819",135,-5,2014,8,25.0457459898274
"12820",140,-5,2014,8,25.4792617854505
"12821",140,-5,2014,8,25.4792617854505
"12822",145,-5,2014,8,28.8801729941114
"12823",145,-5,2014,8,28.8801729941114
"12824",150,-5,2014,8,28.9886322215756
"12825",150,-5,2014,8,28.9886322215756
"12826",155,-5,2014,8,29.5094243941698
"12827",160,-5,2014,8,29.8187954609051
"12828",165,-5,2014,8,29.9872287649738
"12829",165,-5,2014,8,29.9872287649738
"12830",170,-5,2014,8,29.8619582098872
"12831",170,-5,2014,8,29.8619582098872
"12832",175,-5,2014,8,29.6545622137869
"12833",175,-5,2014,8,29.6545622137869
"12834",180,-5,2014,8,29.4527527841401
"12835",110,10,2014,8,29.0647834861958
"12836",115,10,2014,8,29.2017315853088
"12837",140,10,2014,8,29.6205150998448
"12838",135,-10,2014,8,25.5523848596153
"12839",140,-10,2014,8,25.4008543555252
"12840",145,-10,2014,8,24.8403512340369
"12841",150,-10,2014,8,26.1969674235343
"12842",150,-10,2014,8,26.1969674235343
"12843",155,-10,2014,8,27.3375364694444
"12844",160,-10,2014,8,28.3100008858477
"12845",170,-10,2014,8,28.1888633261423
"12846",175,-10,2014,8,28.2567971670891
"12847",175,-10,2014,8,28.2567971670891
"12848",180,-10,2014,8,28.4839222942189
"12849",110,15,2014,8,29.87123124286
"12850",115,15,2014,8,28.9043236780458
"12851",175,-15,2014,8,26.596685158938
"12852",120,25,2014,8,29.1773961402886
"12853",125,25,2014,8,29.366375069919
"12854",125,30,2014,8,27.4566728282746
"12855",130,30,2014,8,28.3388226352349
"12856",135,30,2014,8,28.3492521226846
"12857",140,30,2014,8,28.9125686964421
"12858",145,30,2014,8,28.9122259054514
"12859",130,35,2014,8,24.3151085425689
"12860",135,35,2014,8,26.2021951937739
"12861",140,35,2014,8,26.9196355649466
"12862",145,35,2014,8,27.2013928869749
"12863",150,35,2014,8,27.2636606020849
"12864",155,35,2014,8,26.4765475301463
"12865",140,40,2014,8,23.6741899212148
"12866",145,40,2014,8,22.4673010801961
"12867",150,40,2014,8,22.7620818678122
"12868",120,0,2014,9,30.080675553769
"12869",125,0,2014,9,28.3133879597516
"12870",130,0,2014,9,29.2247373873104
"12871",135,0,2014,9,29.8449995340639
"12872",140,0,2014,9,29.9621287361241
"12873",145,0,2014,9,29.553954824748
"12874",150,0,2014,9,29.9174035674226
"12875",155,0,2014,9,30.4578751018121
"12876",160,0,2014,9,30.6370032040022
"12877",160,0,2014,9,30.6370032040022
"12878",165,0,2014,9,30.6220847500609
"12879",165,0,2014,9,30.6220847500609
"12880",170,0,2014,9,30.2809821703788
"12881",170,0,2014,9,30.2809821703788
"12882",175,0,2014,9,29.913703051273
"12883",175,0,2014,9,29.913703051273
"12884",120,5,2014,9,29.6945304361737
"12885",125,5,2014,9,29.60864842562
"12886",130,5,2014,9,28.9889358766617
"12887",145,5,2014,9,29.4776402636373
"12888",150,5,2014,9,29.6566498363793
"12889",155,5,2014,9,30.0333953511684
"12890",160,5,2014,9,30.2918641130922
"12891",165,5,2014,9,30.4045881955012
"12892",170,5,2014,9,30.4723807483369
"12893",125,-5,2014,9,27.3098075208993
"12894",130,-5,2014,9,26.9535701996264
"12895",135,-5,2014,9,26.193842367638
"12896",140,-5,2014,9,25.7728850731483
"12897",145,-5,2014,9,29.0450121203367
"12898",150,-5,2014,9,29.2949581076421
"12899",150,-5,2014,9,29.2949581076421
"12900",155,-5,2014,9,29.8504155690016
"12901",155,-5,2014,9,29.8504155690016
"12902",160,-5,2014,9,30.2375798895963
"12903",160,-5,2014,9,30.2375798895963
"12904",165,-5,2014,9,30.2427608834487
"12905",165,-5,2014,9,30.2427608834487
"12906",170,-5,2014,9,29.9923069652845
"12907",170,-5,2014,9,29.9923069652845
"12908",175,-5,2014,9,29.7850177376971
"12909",175,-5,2014,9,29.7850177376971
"12910",180,-5,2014,9,29.5636762079734
"12911",110,10,2014,9,29.3304721659365
"12912",115,10,2014,9,29.4501352109623
"12913",150,10,2014,9,29.9189585533695
"12914",145,-10,2014,9,25.0837453709173
"12915",150,-10,2014,9,26.1092286354646
"12916",155,-10,2014,9,27.8684825657932
"12917",155,-10,2014,9,27.8684825657932
"12918",160,-10,2014,9,28.5505634106273
"12919",170,-10,2014,9,28.5547974426279
"12920",170,-10,2014,9,28.5547974426279
"12921",175,-10,2014,9,28.5775212816972
"12922",175,-10,2014,9,28.5775212816972
"12923",180,-10,2014,9,28.6988905509944
"12924",110,15,2014,9,29.5581833811124
"12925",115,15,2014,9,28.8990356522361
"12926",155,-15,2014,9,25.8584712491074
"12927",160,-15,2014,9,26.1969922642589
"12928",175,-15,2014,9,26.5647494608845
"12929",125,25,2014,9,29.5151933912268
"12930",125,30,2014,9,27.0164431290025
"12931",130,30,2014,9,28.6623345589269
"12932",135,30,2014,9,27.4649707037672
"12933",140,30,2014,9,27.4133329855059
"12934",125,35,2014,9,24.1625362653844
"12935",130,35,2014,9,24.7901542468947
"12936",135,35,2014,9,25.3931792036666
"12937",140,35,2014,9,25.5214421085096
"12938",145,35,2014,9,25.4551518627701
"12939",140,40,2014,9,22.4764669994814
"12940",145,40,2014,9,20.4461180650492
"12941",150,40,2014,9,20.6731423252292
"12942",120,0,2014,10,29.7251590204585
"12943",125,0,2014,10,28.714262342144
"12944",130,0,2014,10,29.3147432556863
"12945",135,0,2014,10,30.0891061733381
"12946",145,0,2014,10,30.3650561115336
"12947",150,0,2014,10,30.810627289873
"12948",155,0,2014,10,30.6082077429431
"12949",160,0,2014,10,30.6396743140567
"12950",160,0,2014,10,30.6396743140567
"12951",165,0,2014,10,30.5013836403632
"12952",165,0,2014,10,30.5013836403632
"12953",170,0,2014,10,30.4018818771077
"12954",170,0,2014,10,30.4018818771077
"12955",175,0,2014,10,29.9212500343509
"12956",175,0,2014,10,29.9212500343509
"12957",120,5,2014,10,29.5162223189584
"12958",125,5,2014,10,29.4906649135549
"12959",130,5,2014,10,29.2919859478811
"12960",145,5,2014,10,30.0206864818944
"12961",150,5,2014,10,29.9129459183834
"12962",155,5,2014,10,29.9297600286687
"12963",160,5,2014,10,29.9428476449829
"12964",165,5,2014,10,30.0531974843354
"12965",125,-5,2014,10,28.017690319581
"12966",130,-5,2014,10,27.7164828084098
"12967",135,-5,2014,10,27.141237831924
"12968",135,-5,2014,10,27.141237831924
"12969",140,-5,2014,10,26.9748937112314
"12970",140,-5,2014,10,26.9748937112314
"12971",145,-5,2014,10,29.9381812685595
"12972",145,-5,2014,10,29.9381812685595
"12973",150,-5,2014,10,29.8565355845183
"12974",155,-5,2014,10,30.2761422971972
"12975",155,-5,2014,10,30.2761422971972
"12976",160,-5,2014,10,30.4942433819774
"12977",160,-5,2014,10,30.4942433819774
"12978",165,-5,2014,10,30.4445782353271
"12979",165,-5,2014,10,30.4445782353271
"12980",170,-5,2014,10,30.3432894776618
"12981",170,-5,2014,10,30.3432894776618
"12982",175,-5,2014,10,30.0114352914011
"12983",175,-5,2014,10,30.0114352914011
"12984",180,-5,2014,10,29.7037320786316
"12985",110,10,2014,10,29.0194961954542
"12986",115,10,2014,10,29.667834904132
"12987",135,-10,2014,10,27.0370364242304
"12988",145,-10,2014,10,26.0594851188792
"12989",150,-10,2014,10,27.2928089170902
"12990",155,-10,2014,10,28.79770657623
"12991",160,-10,2014,10,29.1138971036924
"12992",165,-10,2014,10,29.4110198897387
"12993",170,-10,2014,10,29.5552024026972
"12994",170,-10,2014,10,29.5552024026972
"12995",175,-10,2014,10,29.4018118258224
"12996",175,-10,2014,10,29.4018118258224
"12997",180,-10,2014,10,29.3837412519277
"12998",110,15,2014,10,28.4107396521043
"12999",115,15,2014,10,28.5898580139821
"13000",170,-15,2014,10,26.9414169196416
"13001",175,-15,2014,10,27.2084990320382
"13002",125,25,2014,10,26.9916344480773
"13003",125,30,2014,10,24.168398289855
"13004",130,30,2014,10,26.1612973217984
"13005",135,30,2014,10,25.5225852684139
"13006",140,30,2014,10,25.4309275221331
"13007",125,35,2014,10,20.909383161866
"13008",130,35,2014,10,22.3240968723072
"13009",135,35,2014,10,22.9501989653155
"13010",140,35,2014,10,23.9686697161849
"13011",140,40,2014,10,19.2920729833984
"13012",145,40,2014,10,17.1157984491285
"13013",120,0,2014,11,29.9704990996032
"13014",125,0,2014,11,29.9470481146594
"13015",130,0,2014,11,29.8375661401906
"13016",135,0,2014,11,30.1281025227361
"13017",140,0,2014,11,29.9557999188844
"13018",145,0,2014,11,30.168675020914
"13019",150,0,2014,11,30.5369366071283
"13020",155,0,2014,11,30.8521565111267
"13021",155,0,2014,11,30.8521565111267
"13022",160,0,2014,11,30.9022246910832
"13023",160,0,2014,11,30.9022246910832
"13024",165,0,2014,11,31.1453102242499
"13025",170,0,2014,11,30.8223684542383
"13026",170,0,2014,11,30.8223684542383
"13027",175,0,2014,11,30.3137534381307
"13028",180,0,2014,11,29.6978466126026
"13029",120,5,2014,11,29.6915964946569
"13030",125,5,2014,11,29.5990855518322
"13031",130,5,2014,11,29.6525157132773
"13032",135,5,2014,11,29.8649135611932
"13033",165,5,2014,11,30.3166598545654
"13034",175,5,2014,11,29.9957645995786
"13035",125,-5,2014,11,29.6216810762154
"13036",130,-5,2014,11,29.2971382565509
"13037",135,-5,2014,11,29.0679911360443
"13038",140,-5,2014,11,28.7669378887124
"13039",145,-5,2014,11,29.8970445050517
"13040",145,-5,2014,11,29.8970445050517
"13041",150,-5,2014,11,30.2182467615102
"13042",150,-5,2014,11,30.2182467615102
"13043",155,-5,2014,11,30.4734442110285
"13044",155,-5,2014,11,30.4734442110285
"13045",160,-5,2014,11,30.8538188811379
"13046",160,-5,2014,11,30.8538188811379
"13047",165,-5,2014,11,30.9248327749409
"13048",165,-5,2014,11,30.9248327749409
"13049",170,-5,2014,11,31.0009530740309
"13050",170,-5,2014,11,31.0009530740309
"13051",175,-5,2014,11,30.3822623790086
"13052",175,-5,2014,11,30.3822623790086
"13053",180,-5,2014,11,30.1340472559668
"13054",110,10,2014,11,28.3457046394643
"13055",115,10,2014,11,29.4379805847155
"13056",145,-10,2014,11,27.0758002727732
"13057",145,-10,2014,11,27.0758002727732
"13058",150,-10,2014,11,27.7629600915019
"13059",150,-10,2014,11,27.7629600915019
"13060",155,-10,2014,11,28.5933170532335
"13061",155,-10,2014,11,28.5933170532335
"13062",160,-10,2014,11,29.2003655716365
"13063",160,-10,2014,11,29.2003655716365
"13064",165,-10,2014,11,29.6548684027423
"13065",165,-10,2014,11,29.6548684027423
"13066",170,-10,2014,11,29.5952225410121
"13067",170,-10,2014,11,29.5952225410121
"13068",175,-10,2014,11,29.7804774165435
"13069",175,-10,2014,11,29.7804774165435
"13070",180,-10,2014,11,29.7066342264363
"13071",110,15,2014,11,27.6406182838497
"13072",115,15,2014,11,28.1817599996225
"13073",135,-15,2014,11,29.7325683088292
"13074",165,-15,2014,11,27.2025839092777
"13075",170,-15,2014,11,27.3825175114146
"13076",175,-15,2014,11,27.9117319505382
"13077",180,-15,2014,11,28.363500675595
"13078",120,25,2014,11,23.3931709175265
"13079",125,25,2014,11,26.2042635202623
"13080",125,30,2014,11,21.4973058630937
"13081",130,30,2014,11,24.3016554694133
"13082",135,30,2014,11,23.9101709635216
"13083",140,30,2014,11,23.5463945236242
"13084",130,35,2014,11,19.9739013844347
"13085",135,35,2014,11,20.3914481874496
"13086",140,35,2014,11,22.0449632679239
"13087",140,40,2014,11,15.3910234703741
"13088",145,40,2014,11,14.095545027935
"13089",120,0,2014,12,29.494351515849
"13090",125,0,2014,12,29.7352003093798
"13091",130,0,2014,12,29.9472358428365
"13092",135,0,2014,12,30.0502420173879
"13093",140,0,2014,12,29.9122617135159
"13094",145,0,2014,12,30.1803645547494
"13095",150,0,2014,12,30.4740112714721
"13096",155,0,2014,12,30.4756003368587
"13097",160,0,2014,12,30.7380180589439
"13098",165,0,2014,12,30.9176068793809
"13099",170,0,2014,12,30.7037263551242
"13100",170,0,2014,12,30.7037263551242
"13101",120,5,2014,12,29.290605471311
"13102",125,5,2014,12,29.2236361887591
"13103",130,5,2014,12,29.5346691432196
"13104",165,5,2014,12,29.6431164230545
"13105",170,5,2014,12,29.6658243707794
"13106",125,-5,2014,12,29.7881796958712
"13107",130,-5,2014,12,29.9669022024354
"13108",135,-5,2014,12,30.0485970131993
"13109",140,-5,2014,12,30.0546558473168
"13110",140,-5,2014,12,30.0546558473168
"13111",145,-5,2014,12,29.983080932803
"13112",145,-5,2014,12,29.983080932803
"13113",150,-5,2014,12,30.5340616559529
"13114",155,-5,2014,12,30.9410667596202
"13115",155,-5,2014,12,30.9410667596202
"13116",160,-5,2014,12,31.0919565949773
"13117",160,-5,2014,12,31.0919565949773
"13118",165,-5,2014,12,30.9228587235391
"13119",165,-5,2014,12,30.9228587235391
"13120",170,-5,2014,12,30.6773915100511
"13121",170,-5,2014,12,30.6773915100511
"13122",175,-5,2014,12,30.5709255670992
"13123",175,-5,2014,12,30.5709255670992
"13124",180,-5,2014,12,30.5077807094776
"13125",110,10,2014,12,27.6201092947652
"13126",115,10,2014,12,28.6375215084648
"13127",145,-10,2014,12,29.0207410413766
"13128",145,-10,2014,12,29.0207410413766
"13129",150,-10,2014,12,29.1253070549022
"13130",150,-10,2014,12,29.1253070549022
"13131",155,-10,2014,12,29.671776493339
"13132",155,-10,2014,12,29.671776493339
"13133",160,-10,2014,12,29.6622499108685
"13134",160,-10,2014,12,29.6622499108685
"13135",165,-10,2014,12,29.866765256465
"13136",165,-10,2014,12,29.866765256465
"13137",170,-10,2014,12,30.0052783649332
"13138",170,-10,2014,12,30.0052783649332
"13139",175,-10,2014,12,30.1596040733892
"13140",175,-10,2014,12,30.1596040733892
"13141",180,-10,2014,12,30.2556279998203
"13142",110,15,2014,12,26.2188353125054
"13143",115,15,2014,12,26.9339262426083
"13144",150,-15,2014,12,28.313364951906
"13145",155,-15,2014,12,28.2903638107762
"13146",155,-15,2014,12,28.2903638107762
"13147",160,-15,2014,12,28.4111141272653
"13148",165,-15,2014,12,28.6494865452208
"13149",170,-15,2014,12,28.7712297302414
"13150",170,-15,2014,12,28.7712297302414
"13151",175,-15,2014,12,28.4215800660348
"13152",175,-15,2014,12,28.4215800660348
"13153",180,-15,2014,12,28.1970168566608
"13154",125,30,2014,12,17.9789709393401
"13155",130,30,2014,12,22.1426148304082
"13156",135,30,2014,12,21.4316518694479
"13157",140,30,2014,12,21.3719566014017
"13158",125,35,2014,12,11.797522711432
"13159",130,35,2014,12,15.8294730911038
"13160",135,35,2014,12,17.4758360501889
"13161",140,35,2014,12,19.5814821290584
"13162",170,-35,2014,12,18.7643408414374
"13163",140,40,2014,12,11.7767095813322
"13164",145,40,2014,12,10.5030667082965
"13165",175,-40,2014,12,16.3097787248507
"13166",120,0,2015,1,29.212595081001
"13167",125,0,2015,1,29.1402374450813
"13168",130,0,2015,1,29.1168576230112
"13169",135,0,2015,1,29.6507460396071
"13170",140,0,2015,1,29.7130556060425
"13171",145,0,2015,1,30.0471822235354
"13172",150,0,2015,1,30.1733258636734
"13173",155,0,2015,1,30.4889723348103
"13174",155,0,2015,1,30.4889723348103
"13175",160,0,2015,1,30.1503255764038
"13176",160,0,2015,1,30.1503255764038
"13177",165,0,2015,1,30.6294434606197
"13178",170,0,2015,1,30.4781971085848
"13179",170,0,2015,1,30.4781971085848
"13180",175,0,2015,1,29.9769609008168
"13181",175,0,2015,1,29.9769609008168
"13182",120,5,2015,1,28.0307415693294
"13183",125,5,2015,1,28.6479364666872
"13184",130,5,2015,1,28.5441090657415
"13185",140,5,2015,1,29.4119011053239
"13186",125,-5,2015,1,29.139535510141
"13187",130,-5,2015,1,29.2940598038158
"13188",135,-5,2015,1,29.52550964133
"13189",140,-5,2015,1,30.0200961186336
"13190",145,-5,2015,1,29.4205705121688
"13191",150,-5,2015,1,29.7437823648204
"13192",155,-5,2015,1,30.1983846758045
"13193",155,-5,2015,1,30.1983846758045
"13194",160,-5,2015,1,30.1816912929573
"13195",160,-5,2015,1,30.1816912929573
"13196",165,-5,2015,1,30.4975313119086
"13197",165,-5,2015,1,30.4975313119086
"13198",170,-5,2015,1,30.8429670225267
"13199",170,-5,2015,1,30.8429670225267
"13200",175,-5,2015,1,30.5830561403389
"13201",180,-5,2015,1,30.2423838638577
"13202",110,10,2015,1,25.7426859745654
"13203",115,10,2015,1,27.3592090167721
"13204",145,-10,2015,1,29.2016642119387
"13205",145,-10,2015,1,29.2016642119387
"13206",150,-10,2015,1,29.8265169575159
"13207",150,-10,2015,1,29.8265169575159
"13208",155,-10,2015,1,30.1034312110874
"13209",155,-10,2015,1,30.1034312110874
"13210",160,-10,2015,1,30.3043167192565
"13211",160,-10,2015,1,30.3043167192565
"13212",165,-10,2015,1,30.6285892507591
"13213",165,-10,2015,1,30.6285892507591
"13214",170,-10,2015,1,30.5553757266625
"13215",170,-10,2015,1,30.5553757266625
"13216",175,-10,2015,1,30.3308109262451
"13217",175,-10,2015,1,30.3308109262451
"13218",180,-10,2015,1,30.5110515953648
"13219",110,15,2015,1,24.7284952334354
"13220",115,15,2015,1,25.6208404759319
"13221",150,-15,2015,1,28.7544025672585
"13222",155,-15,2015,1,29.0616882309355
"13223",155,-15,2015,1,29.0616882309355
"13224",160,-15,2015,1,29.0630010656625
"13225",165,-15,2015,1,29.2126752791998
"13226",170,-15,2015,1,29.1718087284168
"13227",175,-15,2015,1,29.6601585656341
"13228",125,25,2015,1,23.1209873908099
"13229",125,30,2015,1,16.2670269218548
"13230",130,30,2015,1,20.7405352992741
"13231",125,35,2015,1,10.6102577819038
"13232",130,35,2015,1,14.1791787832665
"13233",135,35,2015,1,15.5062066735794
"13234",170,-35,2015,1,21.088330429114
"13235",175,-40,2015,1,18.8370614219734
"13236",120,0,2015,2,29.3372207990651
"13237",125,0,2015,2,29.0768082277122
"13238",130,0,2015,2,29.1067644623144
"13239",135,0,2015,2,29.0765588232604
"13240",140,0,2015,2,28.749091932785
"13241",145,0,2015,2,29.1928052610065
"13242",150,0,2015,2,29.58308158255
"13243",155,0,2015,2,30.13416252522
"13244",160,0,2015,2,29.4881393699298
"13245",160,0,2015,2,29.4881393699298
"13246",165,0,2015,2,30.2075085266103
"13247",170,0,2015,2,30.2802632346076
"13248",170,0,2015,2,30.2802632346076
"13249",175,0,2015,2,30.3032470498966
"13250",175,0,2015,2,30.3032470498966
"13251",120,5,2015,2,28.2043450263757
"13252",125,5,2015,2,28.5578999283807
"13253",130,5,2015,2,28.4476796530987
"13254",145,5,2015,2,28.4242646832918
"13255",150,5,2015,2,29.3277022265922
"13256",170,5,2015,2,29.3744068765075
"13257",175,5,2015,2,29.1772395877276
"13258",125,-5,2015,2,29.2910246959192
"13259",130,-5,2015,2,29.4762641769767
"13260",135,-5,2015,2,29.1100946894524
"13261",140,-5,2015,2,28.4758833753384
"13262",145,-5,2015,2,28.7500587838595
"13263",145,-5,2015,2,28.7500587838595
"13264",150,-5,2015,2,29.7596604605922
"13265",155,-5,2015,2,29.8420984035559
"13266",155,-5,2015,2,29.8420984035559
"13267",160,-5,2015,2,29.5551005171749
"13268",160,-5,2015,2,29.5551005171749
"13269",165,-5,2015,2,30.1577037524015
"13270",165,-5,2015,2,30.1577037524015
"13271",170,-5,2015,2,30.5040001621184
"13272",170,-5,2015,2,30.5040001621184
"13273",175,-5,2015,2,30.7432224276166
"13274",175,-5,2015,2,30.7432224276166
"13275",180,-5,2015,2,30.2996677993513
"13276",110,10,2015,2,25.9966299213158
"13277",115,10,2015,2,27.2216789095833
"13278",145,-10,2015,2,28.9748434262855
"13279",145,-10,2015,2,28.9748434262855
"13280",150,-10,2015,2,29.7309509797326
"13281",150,-10,2015,2,29.7309509797326
"13282",155,-10,2015,2,29.7216169093462
"13283",155,-10,2015,2,29.7216169093462
"13284",160,-10,2015,2,29.588989221495
"13285",160,-10,2015,2,29.588989221495
"13286",165,-10,2015,2,29.8018265546931
"13287",165,-10,2015,2,29.8018265546931
"13288",170,-10,2015,2,29.8766024078393
"13289",170,-10,2015,2,29.8766024078393
"13290",175,-10,2015,2,30.2170561267972
"13291",175,-10,2015,2,30.2170561267972
"13292",180,-10,2015,2,29.8897300463659
"13293",110,15,2015,2,24.9768415503615
"13294",115,15,2015,2,25.8368543211144
"13295",135,15,2015,2,27.3018271520267
"13296",145,-15,2015,2,29.1513695257903
"13297",150,-15,2015,2,29.0816675261408
"13298",155,-15,2015,2,29.1522912854725
"13299",155,-15,2015,2,29.1522912854725
"13300",160,-15,2015,2,29.1315875322802
"13301",165,-15,2015,2,29.5794340992375
"13302",165,-15,2015,2,29.5794340992375
"13303",170,-15,2015,2,29.5077991512203
"13304",175,-15,2015,2,29.9104194304439
"13305",125,25,2015,2,22.0485762481326
"13306",125,30,2015,2,14.1729901030661
"13307",130,30,2015,2,19.5191730689936
"13308",130,35,2015,2,12.7105938495512
"13309",135,35,2015,2,13.6840434755323
"13310",170,-35,2015,2,21.6198051653338
"13311",175,-35,2015,2,21.6396729173976
"13312",170,-40,2015,2,19.5261825799369
"13313",175,-40,2015,2,18.7482418100587
"13314",170,-45,2015,2,14.9490157361384
"13315",120,0,2015,3,29.3787659812219
"13316",125,0,2015,3,28.986104574244
"13317",130,0,2015,3,28.9882866873353
"13318",135,0,2015,3,28.862543396714
"13319",140,0,2015,3,28.8286716964219
"13320",145,0,2015,3,28.9343515643352
"13321",150,0,2015,3,29.3391153319585
"13322",155,0,2015,3,29.8669586928563
"13323",155,0,2015,3,29.8669586928563
"13324",160,0,2015,3,30.399994306373
"13325",160,0,2015,3,30.399994306373
"13326",165,0,2015,3,30.5578140864842
"13327",165,0,2015,3,30.5578140864842
"13328",170,0,2015,3,30.4182338533522
"13329",170,0,2015,3,30.4182338533522
"13330",175,0,2015,3,30.3870638420541
"13331",175,0,2015,3,30.3870638420541
"13332",180,0,2015,3,30.1636942730294
"13333",120,5,2015,3,28.4459646725859
"13334",125,5,2015,3,28.5146048329158
"13335",130,5,2015,3,28.0608905215731
"13336",140,5,2015,3,28.6502611370597
"13337",145,5,2015,3,28.8507003693186
"13338",150,5,2015,3,29.0344141713258
"13339",155,5,2015,3,29.4463596529318
"13340",170,5,2015,3,29.6542948192927
"13341",175,5,2015,3,29.5826096494156
"13342",125,-5,2015,3,29.6065383362067
"13343",130,-5,2015,3,29.475634708356
"13344",135,-5,2015,3,29.1734605889603
"13345",140,-5,2015,3,30.0340772332085
"13346",145,-5,2015,3,28.3232582758343
"13347",150,-5,2015,3,29.0805406673757
"13348",155,-5,2015,3,29.8435520772057
"13349",155,-5,2015,3,29.8435520772057
"13350",160,-5,2015,3,29.6267584815517
"13351",160,-5,2015,3,29.6267584815517
"13352",165,-5,2015,3,29.9909161056639
"13353",165,-5,2015,3,29.9909161056639
"13354",170,-5,2015,3,29.9289350709426
"13355",170,-5,2015,3,29.9289350709426
"13356",175,-5,2015,3,30.4290719123875
"13357",175,-5,2015,3,30.4290719123875
"13358",180,-5,2015,3,30.5008473019065
"13359",110,10,2015,3,27.3981145791331
"13360",115,10,2015,3,27.8595754770321
"13361",135,-10,2015,3,29.293713648645
"13362",140,-10,2015,3,29.0273700379637
"13363",145,-10,2015,3,28.3099177652703
"13364",150,-10,2015,3,28.7864940036686
"13365",150,-10,2015,3,28.7864940036686
"13366",155,-10,2015,3,29.3213574690509
"13367",155,-10,2015,3,29.3213574690509
"13368",160,-10,2015,3,29.5155102114492
"13369",160,-10,2015,3,29.5155102114492
"13370",165,-10,2015,3,29.1777373196426
"13371",165,-10,2015,3,29.1777373196426
"13372",170,-10,2015,3,28.743020041105
"13373",170,-10,2015,3,28.743020041105
"13374",175,-10,2015,3,29.5628001120274
"13375",175,-10,2015,3,29.5628001120274
"13376",180,-10,2015,3,29.876479237054
"13377",110,15,2015,3,25.8965176389306
"13378",115,15,2015,3,26.7900318508521
"13379",145,-15,2015,3,28.3036310136439
"13380",150,-15,2015,3,27.9843258212648
"13381",160,-15,2015,3,29.1327354597707
"13382",160,-15,2015,3,29.1327354597707
"13383",165,-15,2015,3,29.0408719641062
"13384",170,-15,2015,3,28.6703736876392
"13385",175,-15,2015,3,29.3207059449305
"13386",125,25,2015,3,23.0958397066168
"13387",125,30,2015,3,14.3611282568012
"13388",130,30,2015,3,20.0035831086364
"13389",135,30,2015,3,19.0458720381389
"13390",130,35,2015,3,12.8120266544259
"13391",135,35,2015,3,13.8140109110953
"13392",170,-35,2015,3,21.578953332191
"13393",170,-35,2015,3,21.578953332191
"13394",175,-35,2015,3,21.3672450389554
"13395",170,-40,2015,3,19.5641935580906
"13396",175,-40,2015,3,18.8285596466232
"13397",170,-45,2015,3,14.8598950066954
"13398",120,0,2015,4,30.1382500388825
"13399",125,0,2015,4,29.9411488458447
"13400",130,0,2015,4,29.7696867046565
"13401",135,0,2015,4,29.396318300409
"13402",140,0,2015,4,29.5008535155918
"13403",145,0,2015,4,29.7981948578757
"13404",150,0,2015,4,30.3850043909927
"13405",155,0,2015,4,30.4075430975329
